Country,Entry ID,Mutiple Phase,Capacity (MW),Installation Type,Cancelled,Start year,Owner,Estimated Project Cost (GBP),Annual Wind Speed (m/s),Distance to Shore For Offshore (km),Ocean Depth For Offshore (m),Inflation in Project Country (HCPI),Energy Inflation in Project Country (EPI),Country GDP Growth Rate,Government Debt as Percentage of GDP,Country Credit Rating,Project Description
Germany,2074,0,31,Onshore,0,2014,Energieversorgung Offenbach AG,42129000,5.483333333,,,0.90679872,0.845330298,2.169498929,73.82303,21,"Evaluate the probability of success for a 31.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2014, with a cost of 42129000.0 GBP and is owned by Energieversorgung Offenbach AG. The project is onshore, and the average annual wind speed is 5.483 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.169% and 73.823% of its GDP in debt. The inflation rate is 0.907 and the energy inflation rate is 0.845."
Ireland,940,0,50,Onshore,0,2017,ESB Group,67950000,7.383333333,,,0.251,2.02969408,10.04962854,65.23382,16,"Evaluate the probability of success for a 50.0 MW Onshore wind farm in Ireland. It is a single phase project beginning in 2017, with a cost of 67950000.0 GBP and is owned by ESB Group. The project is onshore, and the average annual wind speed is 7.383 m/s. Ireland has a credit rating of 16/21, with a GDP growth of 10.050% and 65.234% of its GDP in debt. The inflation rate is 0.251 and the energy inflation rate is 2.030."
Germany,5488,0,12,Onshore,0,1999,Breeze Energy,16308000,6.926666667,,,0.585434675,1.275393605,2.130116685,59.87108,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 1999, with a cost of 16308000.0 GBP and is owned by Breeze Energy. The project is onshore, and the average annual wind speed is 6.927 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.130% and 59.871% of its GDP in debt. The inflation rate is 0.585 and the energy inflation rate is 1.275."
Germany,6019,1,10,Onshore,0,2009,EnBW,13590000,6.723333333,,,0.312738299,0.419552684,-5.545164538,71.71568,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2009, with a cost of 13590000.0 GBP and is owned by EnBW. The project is onshore, and the average annual wind speed is 6.723 m/s. Germany has a credit rating of 21/21, with a GDP growth of -5.545% and 71.716% of its GDP in debt. The inflation rate is 0.313 and the energy inflation rate is 0.420."
Spain,1749,0,36,Onshore,0,2009,Naturgy,48924000,6.03,,,-0.28799358,1.29409802,-3.768133072,53.07928,20,"Evaluate the probability of success for a 36.0 MW Onshore wind farm in Spain. It is a single phase project beginning in 2009, with a cost of 48924000.0 GBP and is owned by Naturgy. The project is onshore, and the average annual wind speed is 6.030 m/s. Spain has a credit rating of 20/21, with a GDP growth of -3.768% and 53.079% of its GDP in debt. The inflation rate is -0.288 and the energy inflation rate is 1.294."
Russia,929,1,50,Onshore,0,2019,OOO Pervy Vetropark FRV,67950000,6.653333333,,,4.46999979,4.665832996,2.198075713,13.74752,12,"Evaluate the probability of success for a 50.0 MW Onshore wind farm in Russia. It is a multi phase project beginning in 2019, with a cost of 67950000.0 GBP and is owned by OOO Pervy Vetropark FRV. The project is onshore, and the average annual wind speed is 6.653 m/s. Russia has a credit rating of 12/21, with a GDP growth of 2.198% and 13.748% of its GDP in debt. The inflation rate is 4.470 and the energy inflation rate is 4.666."
Belgium,3091,0,22,Onshore,0,2012,Aspiravi,29898000,6.893333333,,,2.839660883,3.730719805,0.215803673,104.8105,19,"Evaluate the probability of success for a 22.0 MW Onshore wind farm in Belgium. It is a single phase project beginning in 2012, with a cost of 29898000.0 GBP and is owned by Aspiravi. The project is onshore, and the average annual wind speed is 6.893 m/s. Belgium has a credit rating of 19/21, with a GDP growth of 0.216% and 104.811% of its GDP in debt. The inflation rate is 2.840 and the energy inflation rate is 3.731."
Finland,2134,0,30,Onshore,0,2019,IKEA,40770000,4.406666667,,,1.136999965,2.988419056,1.349738438,65.24149,20,"Evaluate the probability of success for a 30.0 MW Onshore wind farm in Finland. It is a single phase project beginning in 2019, with a cost of 40770000.0 GBP and is owned by IKEA. The project is onshore, and the average annual wind speed is 4.407 m/s. Finland has a credit rating of 20/21, with a GDP growth of 1.350% and 65.241% of its GDP in debt. The inflation rate is 1.137 and the energy inflation rate is 2.988."
Netherlands,3043,1,22,Onshore,0,2020,WP Energiek BV,29898000,8.273333333,,,1.272460378,0.527492996,-3.867953393,53.33677,21,"Evaluate the probability of success for a 22.0 MW Onshore wind farm in Netherlands. It is a multi phase project beginning in 2020, with a cost of 29898000.0 GBP and is owned by WP Energiek BV. The project is onshore, and the average annual wind speed is 8.273 m/s. Netherlands has a credit rating of 21/21, with a GDP growth of -3.868% and 53.337% of its GDP in debt. The inflation rate is 1.272 and the energy inflation rate is 0.527."
Sweden,4385,0,15,Onshore,0,2010,Rabbalshede Kraft AB,20385000,4.695,,,1.157981992,0,5.750735843,38.30193,21,"Evaluate the probability of success for a 15.0 MW Onshore wind farm in Sweden. It is a single phase project beginning in 2010, with a cost of 20385000.0 GBP and is owned by Rabbalshede Kraft AB. The project is onshore, and the average annual wind speed is 4.695 m/s. Sweden has a credit rating of 21/21, with a GDP growth of 5.751% and 38.302% of its GDP in debt. The inflation rate is 1.158 and the energy inflation rate is 0.000."
France,4150,0,16,Onshore,0,2011,JP Energie Environnement,21744000,5.17,,,2.111598015,4.445785046,2.437576569,88.9102,21,"Evaluate the probability of success for a 16.0 MW Onshore wind farm in France. It is a single phase project beginning in 2011, with a cost of 21744000.0 GBP and is owned by JP Energie Environnement. The project is onshore, and the average annual wind speed is 5.170 m/s. France has a credit rating of 21/21, with a GDP growth of 2.438% and 88.910% of its GDP in debt. The inflation rate is 2.112 and the energy inflation rate is 4.446."
France,4982,0,12,Onshore,0,2020,Encavis AG,16308000,6.726666667,,,0.476498853,-0.206244222,-7.44064593,114.853,20,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in France. It is a single phase project beginning in 2020, with a cost of 16308000.0 GBP and is owned by Encavis AG. The project is onshore, and the average annual wind speed is 6.727 m/s. France has a credit rating of 20/21, with a GDP growth of -7.441% and 114.853% of its GDP in debt. The inflation rate is 0.476 and the energy inflation rate is -0.206."
Germany,5798,1,10,Onshore,0,2017,NOTUS Energy,13590000,6.316666667,,,1.711,1.241764545,2.716024519,63.95238,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2017, with a cost of 13590000.0 GBP and is owned by NOTUS Energy. The project is onshore, and the average annual wind speed is 6.317 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.716% and 63.952% of its GDP in debt. The inflation rate is 1.711 and the energy inflation rate is 1.242."
Spain,5441,1,12,Onshore,0,2004,EDP,16308000,6.233333333,,,3.039197922,3.496448517,3.114531452,45.3327,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2004, with a cost of 16308000.0 GBP and is owned by EDP. The project is onshore, and the average annual wind speed is 6.233 m/s. Spain has a credit rating of 21/21, with a GDP growth of 3.115% and 45.333% of its GDP in debt. The inflation rate is 3.039 and the energy inflation rate is 3.496."
Italy,3754,0,18,Onshore,0,2012,Enel,24462000,4.066666667,,,3.041360378,7.027999878,-3.125238795,125.8705,16,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in Italy. It is a single phase project beginning in 2012, with a cost of 24462000.0 GBP and is owned by Enel. The project is onshore, and the average annual wind speed is 4.067 m/s. Italy has a credit rating of 16/21, with a GDP growth of -3.125% and 125.871% of its GDP in debt. The inflation rate is 3.041 and the energy inflation rate is 7.028."
Norway,509,0,88,Offshore floating,0,2022,Equinor ASA,373580533.3,9.605,123.73,271.31,5.764123,27.03541505,3.005635161,36.27051,21,"Evaluate the probability of success for a 88.0 MW Offshore floating wind farm in Norway. It is a single phase project beginning in 2022, with a cost of 373580533.3 GBP and is owned by Equinor ASA. The project is 123.73 km from shore at a depth of 271.31 meters, and the average annual wind speed is 9.605 m/s. Norway has a credit rating of 21/21, with a GDP growth of 3.006% and 36.271% of its GDP in debt. The inflation rate is 5.764 and the energy inflation rate is 27.035."
France,32,0,705,Offshore hard mount,1,2012,La Compagnie du Vent,1839448988,7.35,11.55,11.1,1.954202652,3.398922443,0.183835271,91.71756,20,"Evaluate the probability of success for a 705.0 MW Offshore hard mount wind farm in France. It is a single phase project beginning in 2012, with a cost of 1839448988.0 GBP and is owned by La Compagnie du Vent. The project is 11.55 km from shore at a depth of 11.1 meters, and the average annual wind speed is 7.350 m/s. France has a credit rating of 20/21, with a GDP growth of 0.184% and 91.718% of its GDP in debt. The inflation rate is 1.954 and the energy inflation rate is 3.399."
Germany,110,1,330,Offshore hard mount,0,2017,Orsted ; Glennmont Partners ; Renewables Infrastructure Group LTD (TRIG),882888160,8.613333333,35.36,29.25,1.711,1.241764545,2.716024519,63.95238,21,"Evaluate the probability of success for a 330.0 MW Offshore hard mount wind farm in Germany. It is a multi phase project beginning in 2017, with a cost of 882888160.0 GBP and is owned by Orsted  and  Glennmont Partners  and  Renewables Infrastructure Group LTD (TRIG). The project is 35.36 km from shore at a depth of 29.25 meters, and the average annual wind speed is 8.613 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.716% and 63.952% of its GDP in debt. The inflation rate is 1.711 and the energy inflation rate is 1.242."
Croatia,2855,1,24,Onshore,1,2004,Wallenborn Bora GMBH,32616000,4.763333333,,,2.049768686,5,4.170484873,39.94145,13,"Evaluate the probability of success for a 24.0 MW Onshore wind farm in Croatia. It is a multi phase project beginning in 2004, with a cost of 32616000.0 GBP and is owned by Wallenborn Bora GMBH. The project is onshore, and the average annual wind speed is 4.763 m/s. Croatia has a credit rating of 13/21, with a GDP growth of 4.170% and 39.941% of its GDP in debt. The inflation rate is 2.050 and the energy inflation rate is 5.000."
Germany,3954,0,17,Onshore,0,2017,CEE,23103000,5.873333333,,,1.711,1.241764545,2.716024519,63.95238,21,"Evaluate the probability of success for a 17.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2017, with a cost of 23103000.0 GBP and is owned by CEE. The project is onshore, and the average annual wind speed is 5.873 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.716% and 63.952% of its GDP in debt. The inflation rate is 1.711 and the energy inflation rate is 1.242."
Poland,1105,0,48,Onshore,0,2023,Octopus,65232000,6.29,,,11.5289128,11.65365251,0.138832755,49.59429,15,"Evaluate the probability of success for a 48.0 MW Onshore wind farm in Poland. It is a single phase project beginning in 2023, with a cost of 65232000.0 GBP and is owned by Octopus. The project is onshore, and the average annual wind speed is 6.290 m/s. Poland has a credit rating of 15/21, with a GDP growth of 0.139% and 49.594% of its GDP in debt. The inflation rate is 11.529 and the energy inflation rate is 11.654."
Germany,5810,0,10,Onshore,0,2017,Blue Elephant Energy AG (BEE),13590000,6.313333333,,,1.711,1.241764545,2.716024519,63.95238,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2017, with a cost of 13590000.0 GBP and is owned by Blue Elephant Energy AG (BEE). The project is onshore, and the average annual wind speed is 6.313 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.716% and 63.952% of its GDP in debt. The inflation rate is 1.711 and the energy inflation rate is 1.242."
France,4667,0,14,Onshore,0,2008,Eolfi,19026000,5.046666667,,,2.812865257,4.735337734,0.380171426,69.73569,21,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in France. It is a single phase project beginning in 2008, with a cost of 19026000.0 GBP and is owned by Eolfi. The project is onshore, and the average annual wind speed is 5.047 m/s. France has a credit rating of 21/21, with a GDP growth of 0.380% and 69.736% of its GDP in debt. The inflation rate is 2.813 and the energy inflation rate is 4.735."
France,603,0,74,Onshore,0,2017,EDF,100566000,5.15,,,1.163,1.601827264,2.083614851,98.48331,19,"Evaluate the probability of success for a 74.0 MW Onshore wind farm in France. It is a single phase project beginning in 2017, with a cost of 100566000.0 GBP and is owned by EDF. The project is onshore, and the average annual wind speed is 5.150 m/s. France has a credit rating of 19/21, with a GDP growth of 2.084% and 98.483% of its GDP in debt. The inflation rate is 1.163 and the energy inflation rate is 1.602."
Italy,4391,0,15,Onshore,0,2009,IVPC Group,20385000,4.613333333,,,0.774766505,-0.124860622,-5.305154033,116.1213,17,"Evaluate the probability of success for a 15.0 MW Onshore wind farm in Italy. It is a single phase project beginning in 2009, with a cost of 20385000.0 GBP and is owned by IVPC Group. The project is onshore, and the average annual wind speed is 4.613 m/s. Italy has a credit rating of 17/21, with a GDP growth of -5.305% and 116.121% of its GDP in debt. The inflation rate is 0.775 and the energy inflation rate is -0.125."
Ukraine,1455,1,40,Onshore,0,2021,Elementum Energy LTD,54360000,6,,,9.360625036,23.16,3.445620657,48.92479,6,"Evaluate the probability of success for a 40.0 MW Onshore wind farm in Ukraine. It is a multi phase project beginning in 2021, with a cost of 54360000.0 GBP and is owned by Elementum Energy LTD. The project is onshore, and the average annual wind speed is 6.000 m/s. Ukraine has a credit rating of 6/21, with a GDP growth of 3.446% and 48.925% of its GDP in debt. The inflation rate is 9.361 and the energy inflation rate is 23.160."
Sweden,203,0,202,Onshore,0,2022,Stena Renewables Energy AB,274518000,4.34,,,8.369291,32.9286103,1.459288508,33.75297,21,"Evaluate the probability of success for a 202.0 MW Onshore wind farm in Sweden. It is a single phase project beginning in 2022, with a cost of 274518000.0 GBP and is owned by Stena Renewables Energy AB. The project is onshore, and the average annual wind speed is 4.340 m/s. Sweden has a credit rating of 21/21, with a GDP growth of 1.459% and 33.753% of its GDP in debt. The inflation rate is 8.369 and the energy inflation rate is 32.929."
Latvia,212,0,200,Offshore hard mount,1,2012,Baltic Wind Park,537008066.7,8.346666667,17.26,40.72,2.257792234,6.818600655,7.305240455,36.65742,12,"Evaluate the probability of success for a 200.0 MW Offshore hard mount wind farm in Latvia. It is a single phase project beginning in 2012, with a cost of 537008066.7 GBP and is owned by Baltic Wind Park. The project is 17.26 km from shore at a depth of 40.72 meters, and the average annual wind speed is 8.347 m/s. Latvia has a credit rating of 12/21, with a GDP growth of 7.305% and 36.657% of its GDP in debt. The inflation rate is 2.258 and the energy inflation rate is 6.819."
United Kingdom,3525,0,20,Onshore,0,1997,Ventient Energy,27180000,8.835,,,2.189780951,2.978894234,4.924648319,44.13203,21,"Evaluate the probability of success for a 20.0 MW Onshore wind farm in United Kingdom. It is a single phase project beginning in 1997, with a cost of 27180000.0 GBP and is owned by Ventient Energy. The project is onshore, and the average annual wind speed is 8.835 m/s. United Kingdom has a credit rating of 21/21, with a GDP growth of 4.925% and 44.132% of its GDP in debt. The inflation rate is 2.190 and the energy inflation rate is 2.979."
Norway,5752,0,10,Onshore,0,2018,ASKO Fornybar AS,13590000,7.483333333,,,2.76,5.010062695,0.828900664,39.40632,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Norway. It is a single phase project beginning in 2018, with a cost of 13590000.0 GBP and is owned by ASKO Fornybar AS. The project is onshore, and the average annual wind speed is 7.483 m/s. Norway has a credit rating of 21/21, with a GDP growth of 0.829% and 39.406% of its GDP in debt. The inflation rate is 2.760 and the energy inflation rate is 5.010."
Finland,2072,1,31,Onshore,0,2015,Hana Financial Investment CO LTD; Korea Investments & Securities CO LTD,42129000,4.583333333,,,-0.2079283,0.821114242,0.466503518,68.7194,20,"Evaluate the probability of success for a 31.0 MW Onshore wind farm in Finland. It is a multi phase project beginning in 2015, with a cost of 42129000.0 GBP and is owned by Hana Financial Investment CO LTD and  Korea Investments & Securities CO LTD. The project is onshore, and the average annual wind speed is 4.583 m/s. Finland has a credit rating of 20/21, with a GDP growth of 0.467% and 68.719% of its GDP in debt. The inflation rate is -0.208 and the energy inflation rate is 0.821."
France,2728,0,24.4,Onshore,0,2022,BayWa R.E. AG; Quenea,33159600,6.51,,,5.222367,23.73546019,2.570840474,111.9513,19,"Evaluate the probability of success for a 24.4 MW Onshore wind farm in France. It is a single phase project beginning in 2022, with a cost of 33159600.0 GBP and is owned by BayWa R.E. AG and  Quenea. The project is onshore, and the average annual wind speed is 6.510 m/s. France has a credit rating of 19/21, with a GDP growth of 2.571% and 111.951% of its GDP in debt. The inflation rate is 5.222 and the energy inflation rate is 23.735."
Germany,4181,1,16,Onshore,0,2009,WPD,21744000,6.5,,,0.312738299,0.419552684,-5.545164538,71.71568,21,"Evaluate the probability of success for a 16.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2009, with a cost of 21744000.0 GBP and is owned by WPD. The project is onshore, and the average annual wind speed is 6.500 m/s. Germany has a credit rating of 21/21, with a GDP growth of -5.545% and 71.716% of its GDP in debt. The inflation rate is 0.313 and the energy inflation rate is 0.420."
Ireland,3318,0,20,Onshore,0,2020,Greencoat,27180000,8.316666667,,,-0.334584625,-1.032326125,7.157898831,57.00719,17,"Evaluate the probability of success for a 20.0 MW Onshore wind farm in Ireland. It is a single phase project beginning in 2020, with a cost of 27180000.0 GBP and is owned by Greencoat. The project is onshore, and the average annual wind speed is 8.317 m/s. Ireland has a credit rating of 17/21, with a GDP growth of 7.158% and 57.007% of its GDP in debt. The inflation rate is -0.335 and the energy inflation rate is -1.032."
Germany,4679,0,14,Onshore,0,2007,WSB Group,19026000,6.563333333,,,2.298336029,1.922888994,2.89010719,63.08144,21,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2007, with a cost of 19026000.0 GBP and is owned by WSB Group. The project is onshore, and the average annual wind speed is 6.563 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.890% and 63.081% of its GDP in debt. The inflation rate is 2.298 and the energy inflation rate is 1.923."
Italy,3407,0,20,Onshore,0,2012,AGSM Group,27180000,4.923333333,,,3.041360378,7.027999878,-3.125238795,125.8705,16,"Evaluate the probability of success for a 20.0 MW Onshore wind farm in Italy. It is a single phase project beginning in 2012, with a cost of 27180000.0 GBP and is owned by AGSM Group. The project is onshore, and the average annual wind speed is 4.923 m/s. Italy has a credit rating of 16/21, with a GDP growth of -3.125% and 125.871% of its GDP in debt. The inflation rate is 3.041 and the energy inflation rate is 7.028."
France,3910,1,17,Onshore,0,2023,EDF,23103000,4.7,,,4.878357265,5.925709159,0.936487503,110.6418,19,"Evaluate the probability of success for a 17.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2023, with a cost of 23103000.0 GBP and is owned by EDF. The project is onshore, and the average annual wind speed is 4.700 m/s. France has a credit rating of 19/21, with a GDP growth of 0.936% and 110.642% of its GDP in debt. The inflation rate is 4.878 and the energy inflation rate is 5.926."
Ireland,5480,0,12,Onshore,0,2000,Scottish and Southern Energy (SSE),16308000,8.713333333,,,5.590713024,9.554242134,9.403524598,36.40134,20,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Ireland. It is a single phase project beginning in 2000, with a cost of 16308000.0 GBP and is owned by Scottish and Southern Energy (SSE). The project is onshore, and the average annual wind speed is 8.713 m/s. Ireland has a credit rating of 20/21, with a GDP growth of 9.404% and 36.401% of its GDP in debt. The inflation rate is 5.591 and the energy inflation rate is 9.554."
Ireland,4681,0,14,Onshore,0,2006,Greencoat,19026000,8.41,,,3.931634426,16.03149605,4.987854685,23.64522,21,"Evaluate the probability of success for a 14.0 MW Onshore wind farm in Ireland. It is a single phase project beginning in 2006, with a cost of 19026000.0 GBP and is owned by Greencoat. The project is onshore, and the average annual wind speed is 8.410 m/s. Ireland has a credit rating of 21/21, with a GDP growth of 4.988% and 23.645% of its GDP in debt. The inflation rate is 3.932 and the energy inflation rate is 16.031."
Greece,3171,0,21,Onshore,0,2023,Terna Energy,28539000,6.86,,,3.464801285,-11.89491089,2.332123883,168.869,12,"Evaluate the probability of success for a 21.0 MW Onshore wind farm in Greece. It is a single phase project beginning in 2023, with a cost of 28539000.0 GBP and is owned by Terna Energy. The project is onshore, and the average annual wind speed is 6.860 m/s. Greece has a credit rating of 12/21, with a GDP growth of 2.332% and 168.869% of its GDP in debt. The inflation rate is 3.465 and the energy inflation rate is -11.895."
France,1055,0,50,Onshore,0,-,EDP,67950000,6.033043478,,,,,,,,"Evaluate the probability of success for a 50.0 MW Onshore wind farm in France. It is a single phase project beginning in an unknwon year, with a cost of 67950000.0 GBP and is owned by EDP. The project is onshore."
Germany,4805,1,13,Onshore,0,2021,WPD,17667000,6.846666667,,,3.14297,10.7082,3.669999862,67.87883,21,"Evaluate the probability of success for a 13.0 MW Onshore wind farm in Germany. It is a multi phase project beginning in 2021, with a cost of 17667000.0 GBP and is owned by WPD. The project is onshore, and the average annual wind speed is 6.847 m/s. Germany has a credit rating of 21/21, with a GDP growth of 3.670% and 67.879% of its GDP in debt. The inflation rate is 3.143 and the energy inflation rate is 10.708."
Austria,1254,0,45,Onshore,0,2012,Energie Burgenland,61155000,6.16,,,2.485670328,3.230000019,0.628246179,81.92012,20,"Evaluate the probability of success for a 45.0 MW Onshore wind farm in Austria. It is a single phase project beginning in 2012, with a cost of 61155000.0 GBP and is owned by Energie Burgenland. The project is onshore, and the average annual wind speed is 6.160 m/s. Austria has a credit rating of 20/21, with a GDP growth of 0.628% and 81.920% of its GDP in debt. The inflation rate is 2.486 and the energy inflation rate is 3.230."
Spain,5385,1,12,Onshore,0,2006,Eolia Renovables SA (EOLIASUR),16308000,5.396666667,,,3.515373945,6.521553516,4.043435207,39.01906,21,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2006, with a cost of 16308000.0 GBP and is owned by Eolia Renovables SA (EOLIASUR). The project is onshore, and the average annual wind speed is 5.397 m/s. Spain has a credit rating of 21/21, with a GDP growth of 4.043% and 39.019% of its GDP in debt. The inflation rate is 3.515 and the energy inflation rate is 6.522."
Greece,2265,0,29.9,Onshore,0,2019,Enel,40634100,6.73,,,0.51700002,-0.480481893,2.277180636,185.5363,9,"Evaluate the probability of success for a 29.9 MW Onshore wind farm in Greece. It is a single phase project beginning in 2019, with a cost of 40634100.0 GBP and is owned by Enel. The project is onshore, and the average annual wind speed is 6.730 m/s. Greece has a credit rating of 9/21, with a GDP growth of 2.277% and 185.536% of its GDP in debt. The inflation rate is 0.517 and the energy inflation rate is -0.480."
Norway,432,0,100,Onshore,1,2008,Statkraft AS,135900000,6.533333333,,,3.753922939,6.826536655,0.481919541,47.54502,21,"Evaluate the probability of success for a 100.0 MW Onshore wind farm in Norway. It is a single phase project beginning in 2008, with a cost of 135900000.0 GBP and is owned by Statkraft AS. The project is onshore, and the average annual wind speed is 6.533 m/s. Norway has a credit rating of 21/21, with a GDP growth of 0.482% and 47.545% of its GDP in debt. The inflation rate is 3.754 and the energy inflation rate is 6.827."
France,4303,0,15,Onshore,0,2017,Boralex ; other,20385000,7.183333333,,,1.163,1.601827264,2.083614851,98.48331,19,"Evaluate the probability of success for a 15.0 MW Onshore wind farm in France. It is a single phase project beginning in 2017, with a cost of 20385000.0 GBP and is owned by Boralex  and  other. The project is onshore, and the average annual wind speed is 7.183 m/s. France has a credit rating of 19/21, with a GDP growth of 2.084% and 98.483% of its GDP in debt. The inflation rate is 1.163 and the energy inflation rate is 1.602."
Sweden,675,0,67,Onshore,0,2023,Renewables Infrastructure Group LTD (TRIG),91053000,4.61,,,8.548624897,-9.78123785,-0.310670185,36.37123,21,"Evaluate the probability of success for a 67.0 MW Onshore wind farm in Sweden. It is a single phase project beginning in 2023, with a cost of 91053000.0 GBP and is owned by Renewables Infrastructure Group LTD (TRIG). The project is onshore, and the average annual wind speed is 4.610 m/s. Sweden has a credit rating of 21/21, with a GDP growth of -0.311% and 36.371% of its GDP in debt. The inflation rate is 8.549 and the energy inflation rate is -9.781."
France,4830,1,13,Onshore,0,2018,ERG,17667000,7.19,,,1.85,2.38292861,1.645908729,98.1591,19,"Evaluate the probability of success for a 13.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2018, with a cost of 17667000.0 GBP and is owned by ERG. The project is onshore, and the average annual wind speed is 7.190 m/s. France has a credit rating of 19/21, with a GDP growth of 1.646% and 98.159% of its GDP in debt. The inflation rate is 1.850 and the energy inflation rate is 2.383."
Spain,3266,1,21,Onshore,0,2005,Acciona,28539000,4.613333333,,,3.368458509,5.324462414,3.551225515,42.39519,21,"Evaluate the probability of success for a 21.0 MW Onshore wind farm in Spain. It is a multi phase project beginning in 2005, with a cost of 28539000.0 GBP and is owned by Acciona. The project is onshore, and the average annual wind speed is 4.613 m/s. Spain has a credit rating of 21/21, with a GDP growth of 3.551% and 42.395% of its GDP in debt. The inflation rate is 3.368 and the energy inflation rate is 5.324."
Germany,6111,0,10,Onshore,0,2005,Viridis Energy Solutions,13590000,6.9,,,1.546913624,2.818756342,0.885697236,66.46009,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 2005, with a cost of 13590000.0 GBP and is owned by Viridis Energy Solutions. The project is onshore, and the average annual wind speed is 6.900 m/s. Germany has a credit rating of 21/21, with a GDP growth of 0.886% and 66.460% of its GDP in debt. The inflation rate is 1.547 and the energy inflation rate is 2.819."
France,3809,1,18,Onshore,0,2007,Groupe VALECO,24462000,5.9,,,1.487993479,2.966151237,2.530481862,65.3614,21,"Evaluate the probability of success for a 18.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2007, with a cost of 24462000.0 GBP and is owned by Groupe VALECO. The project is onshore, and the average annual wind speed is 5.900 m/s. France has a credit rating of 21/21, with a GDP growth of 2.530% and 65.361% of its GDP in debt. The inflation rate is 1.488 and the energy inflation rate is 2.966."
United Kingdom,762,0,59.8,Onshore,0,2009,RWE AG,81268200,7.72,,,1.9721632,2.176790476,-4.62055372,64.91501,21,"Evaluate the probability of success for a 59.8 MW Onshore wind farm in United Kingdom. It is a single phase project beginning in 2009, with a cost of 81268200.0 GBP and is owned by RWE AG. The project is onshore, and the average annual wind speed is 7.720 m/s. United Kingdom has a credit rating of 21/21, with a GDP growth of -4.621% and 64.915% of its GDP in debt. The inflation rate is 1.972 and the energy inflation rate is 2.177."
France,5150,0,12,Onshore,1,2013,Engie,16308000,5.53,,,0.863710403,2.433341503,0.781756446,94.68683,19,"Evaluate the probability of success for a 12.0 MW Onshore wind farm in France. It is a single phase project beginning in 2013, with a cost of 16308000.0 GBP and is owned by Engie. The project is onshore, and the average annual wind speed is 5.530 m/s. France has a credit rating of 19/21, with a GDP growth of 0.782% and 94.687% of its GDP in debt. The inflation rate is 0.864 and the energy inflation rate is 2.433."
France,5968,1,10,Onshore,0,2010,TTR Energy,13590000,6.063333333,,,1.531118512,3.301385641,2.000324727,86.31331,21,"Evaluate the probability of success for a 10.0 MW Onshore wind farm in France. It is a multi phase project beginning in 2010, with a cost of 13590000.0 GBP and is owned by TTR Energy. The project is onshore, and the average annual wind speed is 6.063 m/s. France has a credit rating of 21/21, with a GDP growth of 2.000% and 86.313% of its GDP in debt. The inflation rate is 1.531 and the energy inflation rate is 3.301."
Germany,4021,0,17,Onshore,0,1999,Ostwind,23103000,6.67,,,0.585434675,1.275393605,2.130116685,59.87108,21,"Evaluate the probability of success for a 17.0 MW Onshore wind farm in Germany. It is a single phase project beginning in 1999, with a cost of 23103000.0 GBP and is owned by Ostwind. The project is onshore, and the average annual wind speed is 6.670 m/s. Germany has a credit rating of 21/21, with a GDP growth of 2.130% and 59.871% of its GDP in debt. The inflation rate is 0.585 and the energy inflation rate is 1.275."
Romania,949,1,50,Onshore,0,2012,Compagnia Finanziaria De Benedetti SPA (Cofide); Verbund,67950000,3.933333333,,,3.337636948,6.9,1.903616968,35.37141,12,"Evaluate the probability of success for a 50.0 MW Onshore wind farm in Romania. It is a multi phase project beginning in 2012, with a cost of 67950000.0 GBP and is owned by Compagnia Finanziaria De Benedetti SPA (Cofide) and  Verbund. The project is onshore, and the average annual wind speed is 3.933 m/s. Romania has a credit rating of 12/21, with a GDP growth of 1.904% and 35.371% of its GDP in debt. The inflation rate is 3.338 and the energy inflation rate is 6.900."
