Country/Area,Entry ID,Project Name,Phase Name,Only Phase,Capacity (MW),Installation Type,Status,Cancelled,Start year,Owner,Latitude,Longitude,Region,Wiki URL,Annual Wind Speed,Ocean Depth For Offshore,Inflation in Project Country
Italy,4690,Iardino wind farm,--,1,14,Onshore,operating,0,2005,RWE Renewables,41.0713,14.4641,Europe,https://www.gem.wiki/Iardino_wind_farm,,,
Portugal,4691,Alto Do Talefe wind farm,--,1,14,Onshore,operating,0,2005,EDP Renov�veis,41.6464,-8.0492,Europe,https://www.gem.wiki/Alto_Do_Talefe_wind_farm,,,
Portugal,4692,Fonte Da Quelha wind farm,--,1,14,Onshore,operating,0,2005,EDP Renov�veis,41.0146,-8.0996,Europe,https://www.gem.wiki/Fonte_Da_Quelha_wind_farm,,,
Spain,4693,Cortijo Iruelas wind farm,--,1,14,Onshore,operating,0,2005,Acciona Energ�a SAU,37.3167,-4.0501,Europe,https://www.gem.wiki/Cortijo_Iruelas_wind_farm,,,
Spain,4694,Penas Grandes wind farm,--,1,14,Onshore,operating,0,2005,Enerfin Resources CO,42.5972,-7.9118,Europe,https://www.gem.wiki/Penas_Grandes_wind_farm,,,
Austria,4695,Deutchkreuz wind farm,--,1,14,Onshore,operating,0,2005,Energie Burgenland Windkraft GMBH,47.5801,16.6214,Europe,https://www.gem.wiki/Deutchkreuz_wind_farm,,,
Austria,4696,Japons wind farm,2,0,14,Onshore,operating,0,2005,EVN Naturkraft Erzeugungsgesellschaft MBH,48.8022,15.5807,Europe,https://www.gem.wiki/Japons_wind_farm,,,
Germany,4697,Bredow Zeestow wind farm,1,0,14,Onshore,operating,0,2005,WPD AG,52.5751,12.9371,Europe,https://www.gem.wiki/Bredow_Zeestow_wind_farm,,,
Germany,4698,Etzin wind farm,1,0,14,Onshore,operating,0,2005,WPD AG,52.5402,12.8545,Europe,https://www.gem.wiki/Etzin_wind_farm,,,
Germany,4699,Gerdshagen-Rapshagen wind farm,--,1,14,Onshore,operating,0,2005,PNE AG,53.2341,12.2206,Europe,https://www.gem.wiki/Gerdshagen-Rapshagen_wind_farm,,,
Germany,4700,Wormsdorf wind farm,--,1,14,Onshore,operating,0,2005,WindStrom,52.1215,11.1696,Europe,https://www.gem.wiki/Wormsdorf_wind_farm,,,
Portugal,4701,Alagoa De Cima wind farm,--,1,14,Onshore,operating,0,2004,EDP Renov�veis,41.8401,-8.4201,Europe,https://www.gem.wiki/Alagoa_De_Cima_wind_farm,,,
Portugal,4702,Teixer� wind farm,--,1,14,Onshore,operating,0,2004,Energia Verde � Produ��o de Energia LDA,41.1953,-7.8894,Europe,https://www.gem.wiki/Teixer�_wind_farm,,,
Germany,4703,Meyenburg wind farm,--,1,14,Onshore,operating,0,2004,Energiequelle GmbH,53.2888,12.2156,Europe,https://www.gem.wiki/Meyenburg_wind_farm,,,
Germany,4704,Spessart wind farm,--,1,14,Onshore,operating,0,2004,Energiekontor AG,53.0430,13.2220,Europe,https://www.gem.wiki/Spessart_wind_farm,,,
Ireland,4705,Snugborough wind farm,--,1,14,Onshore,operating,0,2003,Platina Partners LLP,54.1401,-7.6141,Europe,https://www.gem.wiki/Snugborough_wind_farm,,,
Spain,4706,El Granado wind farm,--,1,14,Onshore,operating,0,2003,Acciona Energ�a SAU,41.0983,-2.5741,Europe,https://www.gem.wiki/El_Granado_wind_farm,,,
Spain,4707,Leste wind farm,--,1,14,Onshore,operating,0,2003,Acciona Energ�a SAU,43.5601,-7.5501,Europe,https://www.gem.wiki/Leste_wind_farm,,,
Spain,4708,Pedregal wind farm,2,0,14,Onshore,operating,0,2003,Iberdrola Renovables Energia SA,42.7762,-9.0603,Europe,https://www.gem.wiki/Pedregal_wind_farm,,,
Austria,4709,Gols wind farm,2,0,14,Onshore,operating,0,2003,Energie Burgenland,47.9287,16.9413,Europe,https://www.gem.wiki/Gols_wind_farm,,,
Austria,4710,Prellenkirchen wind farm,3,0,14,Onshore,operating,0,2003,EVN Naturkraft Erzeugungsgesellschaft MBH,48.0678,16.9832,Europe,https://www.gem.wiki/Prellenkirchen_wind_farm,,,
Germany,4711,Altlandsberg wind farm,--,1,14,Onshore,operating,0,2003,European Energy A/S,52.6058,13.7847,Europe,https://www.gem.wiki/Altlandsberg_wind_farm,,,
Germany,4712,Aschersleben-Nauen wind farm,--,1,14,Onshore,operating,0,2003,WPD AG,51.8019,11.4912,Europe,https://www.gem.wiki/Aschersleben-Nauen_wind_farm,,,
Germany,4713,Beeskow-Hufenfeld wind farm,--,1,14,Onshore,operating,0,2003,Breeze Four Energy GMBH & CO KG,52.2035,14.2439,Europe,https://www.gem.wiki/Beeskow-Hufenfeld_wind_farm,,,
Germany,4714,Hakenstedt Energieq wind farm,--,1,14,Onshore,operating,0,2003,Statkraft AS,52.1717,11.2886,Europe,https://www.gem.wiki/Hakenstedt_Energieq_wind_farm,,,
Germany,4715,Rositz wind farm,--,1,14,Onshore,operating,0,2003,PNE AG,51.0265,12.3912,Europe,https://www.gem.wiki/Rositz_wind_farm,,,
Italy,4716,Faeto San Vito Ciuccia wind farm,--,1,14,Onshore,operating,0,2002,E2I Energie Speciali SRL,41.3246,15.1800,Europe,https://www.gem.wiki/Faeto_San_Vito_Ciuccia_wind_farm,,,
Germany,4717,Barbecke (RWE) wind farm,1,0,14,Onshore,operating,0,2002,RWE AG,52.1803,10.2908,Europe,https://www.gem.wiki/Barbecke_(RWE)_wind_farm,,,
Germany,4718,Mannhagen-B�lau wind farm,1,0,14,Onshore,operating,0,2002,Encavis AG,53.6293,10.6240,Europe,https://www.gem.wiki/Mannhagen-B�lau_wind_farm,,,
Germany,4719,Pr�tzke wind farm,--,1,14,Onshore,operating,0,2002,WPD AG,52.3368,12.6255,Europe,https://www.gem.wiki/Pr�tzke_wind_farm,,,
Germany,4720,Sl Baumberge wind farm,--,1,14,Onshore,operating,0,2002,SL NaturEnergie GMBH,52.0301,7.1596,Europe,https://www.gem.wiki/Sl_Baumberge_wind_farm,,,
Germany,4721,Th�le wind farm,--,1,14,Onshore,operating,0,2002,Energiequelle GmbH,52.9792,7.9237,Europe,https://www.gem.wiki/Th�le_wind_farm,,,
Germany,4722,Twistringen-Scharrendorf wind farm,--,1,14,Onshore,operating,0,2002,WestWind Energy PTY LTD,52.7742,8.6422,Europe,https://www.gem.wiki/Twistringen-Scharrendorf_wind_farm,,,
Germany,4723,Berglicht wind farm,1,0,14,Onshore,retired,0,2002,ABO Wind AG,49.7782,6.9430,Europe,https://www.gem.wiki/Berglicht_wind_farm,,,
Germany,4724,Elster wind farm,3,0,14,Onshore,retired,0,2002,WPD AG,51.8352,12.8774,Europe,https://www.gem.wiki/Elster_wind_farm,,,
Germany,4725,Meyn wind farm,1,0,14,Onshore,retired,0,2002,WPD AG,54.7419,9.2778,Europe,https://www.gem.wiki/Meyn_wind_farm,,,
Italy,4726,Roccaspinalveti wind farm,--,1,14,Onshore,operating,0,2001,E2I Energie Speciali SRL,41.9395,14.4724,Europe,https://www.gem.wiki/Roccaspinalveti_wind_farm,,,
Germany,4727,Miltzow wind farm,--,1,14,Onshore,operating,0,2001,E.ON SE ; other,54.1891,13.1581,Europe,https://www.gem.wiki/Miltzow_wind_farm,,,
Germany,4728,Schwedt wind farm,--,1,14,Onshore,operating,0,2001,MBBF Group,53.0916,14.1807,Europe,https://www.gem.wiki/Schwedt_wind_farm,,,
Netherlands,4729,Waterkaaptocht wind farm,--,1,14,Onshore,cancelled,1,2000,Vattenfall AB,52.8781,5.0414,Europe,https://www.gem.wiki/Waterkaaptocht_wind_farm,,,
Spain,4730,Meda Galicia wind farm,2,0,14,Onshore,cancelled - inferred 4 y,1,2000,Iberdrola Renovables Energia SA,42.3021,-7.0008,Europe,https://www.gem.wiki/Meda_Galicia_wind_farm,,,
Spain,4731,Monte Da Serra wind farm,--,1,14,Onshore,operating,0,2000,Naturgy; ACS Group,43.5179,-7.8822,Europe,https://www.gem.wiki/Monte_Da_Serra_wind_farm,,,
Germany,4732,Gr�mitz wind farm,1,0,14,Onshore,operating,0,2000,Denker & Wulf AG,54.2236,10.9482,Europe,https://www.gem.wiki/Gr�mitz_wind_farm,,,
Germany,4733,Lahn wind farm,--,1,14,Onshore,operating,0,2000,Raiffeisenwindpark Emsland-Mitte Verwaltungs und Beteiligungs GMBH,52.8140,7.5760,Europe,https://www.gem.wiki/Lahn_wind_farm,,,
Germany,4734,Tarnow wind farm,--,1,14,Onshore,operating,0,2000,enercity AG,53.7666,12.0191,Europe,https://www.gem.wiki/Tarnow_wind_farm,,,
Germany,4735,Gerbstedt-Ihlewitz wind farm,1,0,14,Onshore,retired,0,2000,GLS Beteiligung AG,51.6451,11.6571,Europe,https://www.gem.wiki/Gerbstedt-Ihlewitz_wind_farm,,,
Spain,4736,La Cabrera wind farm,2,0,14,Onshore,operating,0,1999,Aciloe Energ�as Alternativas,39.4201,-0.7901,Europe,https://www.gem.wiki/La_Cabrera_wind_farm,,,
Germany,4737,Borne (MDP) wind farm,1,0,14,Onshore,retired,0,1999,MDP,51.9621,11.6061,Europe,https://www.gem.wiki/Borne_(MDP)_wind_farm,,,
Spain,4738,Sierra Del Madero wind farm,2,0,14,Onshore,operating,0,1998,Enel Green Power Espa�a SL,41.7501,-2.0003,Europe,https://www.gem.wiki/Sierra_Del_Madero_wind_farm,,,
Germany,4739,Krempel wind farm,1,0,14,Onshore,operating,0,1998,Energiekontor AG,53.7188,8.6862,Europe,https://www.gem.wiki/Krempel_wind_farm,,,
Germany,4740,Siedenbr�nzow wind farm,1,0,14,Onshore,retired,0,1998,E.DIS AG,53.9059,13.1534,Europe,https://www.gem.wiki/Siedenbr�nzow_wind_farm,,,
Spain,4741,Conjuro wind farm,1,0,14,Onshore,operating,0,-,Siroco Capital SCR SA,36.7507,-3.5179,Europe,https://www.gem.wiki/Conjuro_wind_farm,,,
Spain,4742,El Romeral wind farm,--,1,14,Onshore,operating,0,-,Iberdrola Renovables Energia SA,38.9186,-1.7228,Europe,https://www.gem.wiki/El_Romeral_wind_farm,,,
Spain,4743,Hedroso-Aciberos wind farm,Ampliaci�n,0,14,Onshore,operating,0,2009,Grupo Ibere�lica Renovables,42.0357,-6.9054,Europe,https://www.gem.wiki/Hedroso-Aciberos_wind_farm,,,
Spain,4744,Montargull wind farm,Ampliaci�n,0,14,Onshore,operating,0,-,Enel Green Power Espa�a SL; Elawan Energy SL,41.5536,1.3745,Europe,https://www.gem.wiki/Montargull_wind_farm,,,
Spain,4745,Montejo De Bricia wind farm,--,1,14,Onshore,operating,0,2021,Naturgy,42.9001,-3.8601,Europe,https://www.gem.wiki/Montejo_De_Bricia_wind_farm,,,
Poland,4746,Kocierzew wind farm,--,1,14,Onshore,operating,0,-,Si_ownie Wiatrowe SA,52.2278,20.0426,Europe,https://www.gem.wiki/Kocierzew_wind_farm,,,
Netherlands,4747,Slufterdam 2.0 wind farm,2,0,14,Onshore,retired,0,2004,Vattenfall AB,51.9223,4.0214,Europe,https://www.gem.wiki/Slufterdam_2.0_wind_farm,,,
Italy,4748,Sant'Agata wind farm,Sud 2,0,14,Onshore,operating,0,2006,CEF 2 Wind Energy; Glennmont Partners,41.1785,15.4076,Europe,https://www.gem.wiki/Sant'Agata_wind_farm,,,
Italy,4749,Frigento wind farm,--,1,14,Onshore,operating,0,-,Eusebio Energia SPA,41.0113,15.0997,Europe,https://www.gem.wiki/Frigento_wind_farm,,,
Italy,4750,Alcamo wind farm,2,0,14,Onshore,operating,0,2021,RWE Renewables,37.5739,13.0085,Europe,https://www.gem.wiki/Alcamo_wind_farm,,,
Ireland,4751,Clahane wind farm,2,0,14,Onshore,operating,0,2018,Renewables Infrastructure Group LTD (TRIG),52.3641,-9.5397,Europe,https://www.gem.wiki/Clahane_wind_farm,,,
Germany,4752,Lesse wind farm,4,0,14,Onshore,operating,0,-,RWE AG,52.1612,10.2597,Europe,https://www.gem.wiki/Lesse_wind_farm,,,
Germany,4753,Nessa wind farm,--,1,14,Onshore,operating,0,2012,Erneuerbare Energien,51.0834,10.4234,Europe,https://www.gem.wiki/Nessa_wind_farm,,,
France,4754,Leign�-Les-Bois wind farm,--,1,14,Onshore,operating,0,2021,Encavis AG,46.7424,0.7132,Europe,https://www.gem.wiki/Leign�-Les-Bois_wind_farm,,,
France,4755,Bois Du Frou wind farm,--,1,14,Onshore,operating,0,-,JP Energie Environnement,48.2115,1.9552,Europe,https://www.gem.wiki/Bois_Du_Frou_wind_farm,,,
France,4756,Autremencourt wind farm,4,0,14,Onshore,operating,0,2009,EWZ,49.7009,3.8152,Europe,https://www.gem.wiki/Autremencourt_wind_farm,,,
Belgium,4757,Chimay wind farm,2,0,14,Onshore,operating,0,-,Ventient Energy,50.0418,4.3618,Europe,https://www.gem.wiki/Chimay_wind_farm,,,
Belgium,4758,Gingelom (Engie) wind farm,--,1,14,Onshore,operating,0,-,ENGIE SA,50.7048,5.1262,Europe,https://www.gem.wiki/Gingelom_(Engie)_wind_farm,,,
Belgium,4759,Olen Umicore wind farm,--,1,14,Onshore,operating,0,-,ENGIE SA,51.1794,4.8881,Europe,https://www.gem.wiki/Olen_Umicore_wind_farm,,,
Greece,4760,Distrata (DMX) wind farm,--,1,13.8,Onshore,cancelled,1,?,DMX Wind LLC,38.0049,24.4951,Europe,https://www.gem.wiki/Distrata_(DMX)_wind_farm,,,
Greece,4761,Komino wind farm,1,0,13.8,Onshore,cancelled,1,?,Envitec SA,38.1015,24.3212,Europe,https://www.gem.wiki/Komino_wind_farm,,,
Greece,4762,Masouri wind farm,--,1,13.8,Onshore,cancelled,1,?,Aryitheas Wind Single Member PVT CO,39.3445,21.5679,Europe,https://www.gem.wiki/Masouri_wind_farm,,,
Greece,4763,Visalouda Petalouda wind farm,--,1,13.8,Onshore,cancelled,1,?,Inter Wind PVT CO,39.0023,22.7880,Europe,https://www.gem.wiki/Visalouda_Petalouda_wind_farm,,,
Greece,4764,Paliopergos wind farm,--,1,13.8,Onshore,operating,0,2020,Enel Green Power Greece SA,38.0210,24.5670,Europe,https://www.gem.wiki/Paliopergos_wind_farm,,,
Greece,4765,Platanos (Enel) wind farm,--,1,13.8,Onshore,operating,0,2019,Enel Green Power Greece SA,38.0946,24.4490,Europe,https://www.gem.wiki/Platanos_(Enel)_wind_farm,,,
United Kingdom,4766,Eglish Mountain wind farm,--,1,13.8,Onshore,operating,0,2017,ESB Group,54.8838,-7.2136,Europe,https://www.gem.wiki/Eglish_Mountain_wind_farm,,,
United Kingdom,4767,Crystal Rig wind farm,3,0,13.8,Onshore,operating,0,2016,Fred Olsen Renewables AB,55.9264,-2.5345,Europe,https://www.gem.wiki/Crystal_Rig_wind_farm,,,
United Kingdom,4768,Ewe Hill wind farm,1,0,13.8,Onshore,operating,0,2016,ScottishPower Renewables,55.1071,-3.3339,Europe,https://www.gem.wiki/Ewe_Hill_wind_farm,,,
United Kingdom,4769,Barmoor South wind farm,--,1,13.8,Onshore,operating,0,2015,EDF Renewables,55.6356,-2.0333,Europe,https://www.gem.wiki/Barmoor_South_wind_farm,,,
United Kingdom,4770,Tullyneil wind farm,--,1,13.8,Onshore,cancelled,1,2013,Gaelectric Developments Ltd,54.2094,-6.6154,Europe,https://www.gem.wiki/Tullyneil_wind_farm,,,
France,4771,Hauters De L'Albe wind farm,Oeust,0,13.8,Onshore,operating,0,2009,P&T Technologie,48.9637,6.8479,Europe,https://www.gem.wiki/Hauters_De_L'Albe_wind_farm,,,
United Kingdom,4772,Callagheen wind farm,2,0,13.8,Onshore,cancelled,1,2007,ScottishPower Renewables,54.4342,-8.0381,Europe,https://www.gem.wiki/Callagheen_wind_farm,,,
France,4773,Soutets wind farm,--,1,13.8,Onshore,operating,0,2019,EDF Renewables,43.9844,2.8871,Europe,https://www.gem.wiki/Soutets_wind_farm,,,
France,4774,Fresnoy Brancourt wind farm,--,1,13.8,Onshore,operating,0,2014,BKW,49.9637,3.4239,Europe,https://www.gem.wiki/Fresnoy_Brancourt_wind_farm,,,
Greece,4775,Panachaikou wind farm,2,0,13.6,Onshore,operating,0,2009,ENTEKA; Acciona SA,38.2175,21.8694,Europe,https://www.gem.wiki/Panachaikou_wind_farm,,,
Greece,4776,Cydonia wind farm,--,1,13.5,Onshore,cancelled,1,?,Rokas Renewables,41.1256,25.8504,Europe,https://www.gem.wiki/Cydonia_wind_farm,,,
France,4777,Cruscades wind farm,--,1,13.4,Onshore,operating,0,2011,L&G NTR,43.2002,2.8151,Europe,https://www.gem.wiki/Cruscades_wind_farm,,,
France,4778,Marcill�-Raoul wind farm,--,1,13.2,Onshore,operating,0,2024,Boralex,48.3083,-1.6665,Europe,https://www.gem.wiki/Marcill�-Raoul_wind_farm,,,
France,4779,Grande Lande wind farm,--,1,13.2,Onshore,operating,0,2023,BayWa R.E. AG,47.8641,-1.0947,Europe,https://www.gem.wiki/Grande_Lande_wind_farm,,,
France,4780,Cheppes La Prairie wind farm,2,0,13.2,Onshore,operating,0,2022,ENGIE SA,48.8116,4.4226,Europe,https://www.gem.wiki/Cheppes_La_Prairie_wind_farm,,,
France,4781,Verte Epine wind farm,--,1,13.2,Onshore,operating,0,2022,Neoen,44.9697,-0.0920,Europe,https://www.gem.wiki/Verte_Epine_wind_farm,,,
France,4782,Bul�on wind farm,--,1,13.2,Onshore,operating,0,2021,Vsb Energies Nouvelles,47.9256,-2.6922,Europe,https://www.gem.wiki/Bul�on_wind_farm,,,
France,4783,Lidrezing wind farm,--,1,13.2,Onshore,operating,0,2021,TTR Energy,48.8797,6.7020,Europe,https://www.gem.wiki/Lidrezing_wind_farm,,,
France,4784,Les Baquets wind farm,--,1,13.2,Onshore,operating,0,2020,Ostwind,49.9869,2.0023,Europe,https://www.gem.wiki/Les_Baquets_wind_farm,,,
France,4785,Nanteuil wind farm,--,1,13.2,Onshore,operating,0,2020,VKS Vindkraft Sverige AB,46.4549,-0.1358,Europe,https://www.gem.wiki/Nanteuil_wind_farm,,,
Greece,4786,Ypsomata Papathanasiou wind farm,--,1,13.2,Onshore,operating,0,2019,Intrakat,40.6090,21.1112,Europe,https://www.gem.wiki/Ypsomata_Papathanasiou_wind_farm,,,
United Kingdom,4787,Hare Hill wind farm,1,0,13.2,Onshore,operating,0,2000,ScottishPower Renewables,55.3628,-4.1263,Europe,https://www.gem.wiki/Hare_Hill_wind_farm,,,
Spain,4788,Tirapun wind farm,--,1,13.2,Onshore,operating,0,-,Naturgy,42.6591,-1.7153,Europe,https://www.gem.wiki/Tirapun_wind_farm,,,
France,4789,Les Plaines wind farm,--,1,13.2,Onshore,operating,0,-,Eurowatt Services,49.4349,2.5527,Europe,https://www.gem.wiki/Les_Plaines_wind_farm,,,
Greece,4790,Chelona-Phagas wind farm,--,1,13,Onshore,cancelled,1,?,Spider Energy SA,38.3847,23.1938,Europe,https://www.gem.wiki/Chelona-Phagas_wind_farm,,,
France,4791,Marcille wind farm,--,1,13,Onshore,operating,0,2024,Boralex,48.3822,-1.6233,Europe,https://www.gem.wiki/Marcille_wind_farm,,,
Poland,4792,Piek_o wind farm,--,1,13,Onshore,operating,0,2023,Polenergia SA,52.5589,16.0792,Europe,https://www.gem.wiki/Piek_o_wind_farm,,,
Austria,4793,Schildberg wind farm,--,1,13,Onshore,operating,0,2023,EVN Naturkraft Erzeugungsgesellschaft MBH,48.1979,15.7624,Europe,https://www.gem.wiki/Schildberg_wind_farm,,,
Netherlands,4794,Koningspleij wind farm,--,1,13,Onshore,operating,0,2023,ProWind GMBH; Rijn en IJssel Energy COOP,52.0022,5.8666,Europe,https://www.gem.wiki/Koningspleij_wind_farm,,,
Poland,4795,Olszowka wind farm,--,1,13,Onshore,operating,0,2022,Qair Polska,52.2069,18.7072,Europe,https://www.gem.wiki/Olszowka_wind_farm,,,
Finland,4796,Suodenniemi (Eurowind) wind farm,--,1,13,Onshore,operating,0,2022,Eurowind Energy A/S,61.4510,22.8417,Europe,https://www.gem.wiki/Suodenniemi_(Eurowind)_wind_farm,,,
Austria,4797,Matzen/Klein-Harras wind farm,2,0,13,Onshore,operating,0,2022,Web Windenergie AG,48.4294,16.6660,Europe,https://www.gem.wiki/Matzen/Klein-Harras_wind_farm,,,
Germany,4798,Dretzen wind farm,4,0,13,Onshore,operating,0,2022,NOTUS Energy,52.2032,12.2552,Europe,https://www.gem.wiki/Dretzen_wind_farm,,,
Germany,4799,Holstentor wind farm,--,1,13,Onshore,operating,0,2022,PNE AG,54.1474,9.4380,Europe,https://www.gem.wiki/Holstentor_wind_farm,,,
Germany,4800,Roldisleben wind farm,--,1,13,Onshore,operating,0,2022,BOREAS Energie GmbH,51.1730,11.3560,Europe,https://www.gem.wiki/Roldisleben_wind_farm,,,
Sweden,4801,R�mmarehemmet wind farm,--,1,13,Onshore,operating,0,2021,EnBW,58.1029,14.0393,Europe,https://www.gem.wiki/R�mmarehemmet_wind_farm,,,
Spain,4802,Valdesantos wind farm,--,1,13,Onshore,operating,0,2021,Iberdrola Renovables Energia SA,42.3616,-3.9304,Europe,https://www.gem.wiki/Valdesantos_wind_farm,,,
Belgium,4803,Antwerpen Haven Rechteroever wind farm,Albertdok Oost,0,13,Onshore,operating,0,2021,Vleemo NV,51.2569,4.4104,Europe,https://www.gem.wiki/Antwerpen_Haven_Rechteroever_wind_farm,,,
France,4804,Mont De B�zard wind farm,repowering,0,13,Onshore,operating,0,2021,ENGIE SA,48.6610,4.0573,Europe,https://www.gem.wiki/Mont_De_B�zard_wind_farm,,,
Germany,4805,Bremen Mahndorf wind farm,3,0,13,Onshore,operating,0,2021,WPD AG,53.0212,8.9459,Europe,https://www.gem.wiki/Bremen_Mahndorf_wind_farm,,,
Germany,4806,Falkenh�he wind farm,--,1,13,Onshore,operating,0,2021,RES,48.2126,8.3105,Europe,https://www.gem.wiki/Falkenh�he_wind_farm,,,
Germany,4807,Schwienau wind farm,3,0,13,Onshore,operating,0,2021,EnBW,52.9877,10.4083,Europe,https://www.gem.wiki/Schwienau_wind_farm,,,
Netherlands,4808,Nieuwe Hemweg wind farm,--,1,13,Onshore,operating,0,2021,A.S.R. Real Estate,52.4042,4.8418,Europe,https://www.gem.wiki/Nieuwe_Hemweg_wind_farm,,,
Spain,4809,San Blas wind farm,2,0,13,Onshore,operating,0,2020,Naturgy,41.7733,-5.0404,Europe,https://www.gem.wiki/San_Blas_wind_farm,,,
France,4810,Basse-Marche wind farm,Champ du Bos,0,13,Onshore,operating,0,2020,Ostwind,46.2678,1.0735,Europe,https://www.gem.wiki/Basse-Marche_wind_farm,,,
France,4811,Basse-Marche wind farm,De Thoullier,0,13,Onshore,operating,0,2020,Ostwind,46.2678,1.0735,Europe,https://www.gem.wiki/Basse-Marche_wind_farm,,,
France,4812,Basse-Marche wind farm,La Rivaille,0,13,Onshore,operating,0,2020,Ostwind,46.2678,1.0735,Europe,https://www.gem.wiki/Basse-Marche_wind_farm,,,
Germany,4813,Sch�nefeld wind farm,--,1,13,Onshore,operating,0,2020,Encavis AG,52.3886,13.5048,Europe,https://www.gem.wiki/Sch�nefeld_wind_farm,,,
Netherlands,4814,Bijvanck wind farm,--,1,13,Onshore,operating,0,2020,Pure Energy,51.9790,6.1307,Europe,https://www.gem.wiki/Bijvanck_wind_farm,,,
Germany,4815,Siestedt wind farm,2,0,13,Onshore,cancelled - inferred 4 y,1,2019,Naturwind,52.3324,11.1295,Europe,https://www.gem.wiki/Siestedt_wind_farm,,,
Italy,4816,Schiavi D'Abruzzo (IR2) wind farm,--,1,13,Onshore,operating,0,2019,E2I Energie Speciali SRL,41.8363,14.4848,Europe,https://www.gem.wiki/Schiavi_D'Abruzzo_(IR2)_wind_farm,,,
Spain,4817,Tirupan wind farm,--,1,13,Onshore,operating,0,2019,Naturgy,42.1007,-1.7753,Europe,https://www.gem.wiki/Tirupan_wind_farm,,,
France,4818,Haute Borne wind farm,2,0,13,Onshore,operating,0,2019,Eurowatt Services,49.7849,2.7869,Europe,https://www.gem.wiki/Haute_Borne_wind_farm,,,
France,4819,Jasseines wind farm,--,1,13,Onshore,operating,0,2019,TTR Energy,48.4849,4.3873,Europe,https://www.gem.wiki/Jasseines_wind_farm,,,
France,4820,Mazurier wind farm,--,1,13,Onshore,operating,0,2019,Futuren,49.7690,3.7030,Europe,https://www.gem.wiki/Mazurier_wind_farm,,,
Germany,4821,Langwieden wind farm,--,1,13,Onshore,operating,0,2019,PROKON Wind Energy Finland OY,49.4432,7.7690,Europe,https://www.gem.wiki/Langwieden_wind_farm,,,
Denmark,4822,Gedmose wind farm,--,1,13,Onshore,operating,0,2018,Vestforsyning A/S,56.3772,8.4708,Europe,https://www.gem.wiki/Gedmose_wind_farm,,,
Ireland,4823,Milestone wind farm,--,1,13,Onshore,operating,0,2018,SUSI Partners AG,52.6794,-8.0863,Europe,https://www.gem.wiki/Milestone_wind_farm,,,
Sweden,4824,Slottsbol wind farm,--,1,13,Onshore,operating,0,2018,Eno Energy,58.8487,14.4033,Europe,https://www.gem.wiki/Slottsbol_wind_farm,,,
Sweden,4825,Stor-Bl�liden wind farm,1,0,13,Onshore,operating,0,2018,Svevind AB,65.4544,20.3760,Europe,https://www.gem.wiki/Stor-Bl�liden_wind_farm,,,
Spain,4826,Bermejo wind farm,--,1,13,Onshore,operating,0,2018,DISA Group,28.1524,-16.4802,Europe,https://www.gem.wiki/Bermejo_wind_farm,,,
Austria,4827,D�rnkrut wind farm,2,0,13,Onshore,operating,0,2018,Windkraft Simonsfeld AG,48.4949,16.7973,Europe,https://www.gem.wiki/D�rnkrut_wind_farm,,,
Belgium,4828,Modave wind farm,--,1,13,Onshore,operating,0,2018,ENGIE SA,50.4953,5.2656,Europe,https://www.gem.wiki/Modave_wind_farm,,,
France,4829,Clanlieu wind farm,--,1,13,Onshore,operating,0,2018,EDF Renewables,49.8399,3.6284,Europe,https://www.gem.wiki/Clanlieu_wind_farm,,,
France,4830,Vall�e De L'Aa wind farm,2,0,13,Onshore,operating,0,2018,ERG SpA,50.6153,2.1403,Europe,https://www.gem.wiki/Vall�e_De_L'Aa_wind_farm,,,
Austria,4831,Gro�engersdorf wind farm,2,0,13,Onshore,operating,0,2017,�koenergie Beteiligungs GMBH,48.3340,16.5649,Europe,https://www.gem.wiki/Gro�engersdorf_wind_farm,,,
France,4832,Bonnet-Houdelaincourt wind farm,--,1,13,Onshore,operating,0,2017,ENGIE SA,48.5514,5.4340,Europe,https://www.gem.wiki/Bonnet-Houdelaincourt_wind_farm,,,
Germany,4833,Benzweiler wind farm,--,1,13,Onshore,operating,0,2017,PROKON Wind Energy Finland OY,50.0361,7.6125,Europe,https://www.gem.wiki/Benzweiler_wind_farm,,,
Germany,4834,Berglichter wind farm,--,1,13,Onshore,operating,0,2017,ABO Wind AG,49.7799,6.9434,Europe,https://www.gem.wiki/Berglichter_wind_farm,,,
Germany,4835,Buchholz wind farm,3,0,13,Onshore,operating,0,2017,EnBW,52.6541,9.6955,Europe,https://www.gem.wiki/Buchholz_wind_farm,,,
Germany,4836,B�hlertann wind farm,--,1,13,Onshore,operating,0,2017,EnBW,49.0228,9.9716,Europe,https://www.gem.wiki/B�hlertann_wind_farm,,,
Germany,4837,Eschweiler wind farm,1,0,13,Onshore,operating,0,2017,RWE AG,50.8632,6.2439,Europe,https://www.gem.wiki/Eschweiler_wind_farm,,,
Germany,4838,Grebenau wind farm,--,1,13,Onshore,operating,0,2017,ABO Wind AG,50.7239,9.4937,Europe,https://www.gem.wiki/Grebenau_wind_farm,,,
Germany,4839,Kutenholz wind farm,3,0,13,Onshore,operating,0,2017,EWE,53.2830,9.2588,Europe,https://www.gem.wiki/Kutenholz_wind_farm,,,
